binary,function,tokens,label
opaque_predicate_vuln_0_x86_O2,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_0_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_0_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_0_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_0_x86_O3,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_0_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_0_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_0_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_1_x86_O0,always_true,push_reg mov_reg_reg mov_mem_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_imm jmp_imm mov_reg_imm pop_reg ret,0
opaque_predicate_vuln_1_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_1_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
opaque_predicate_vuln_1_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal test_reg_reg je_imm mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
opaque_predicate_vuln_1_x86_O1,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_1_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_1_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
opaque_predicate_vuln_1_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_1_x86_O2,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_1_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_1_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_1_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_1_x86_O3,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_1_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_1_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_1_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_2_x86_O0,always_true,push_reg mov_reg_reg mov_mem_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_imm jmp_imm mov_reg_imm pop_reg ret,0
opaque_predicate_vuln_2_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_2_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
opaque_predicate_vuln_2_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal test_reg_reg je_imm mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
opaque_predicate_vuln_2_x86_O1,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_2_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_2_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
opaque_predicate_vuln_2_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_2_x86_O2,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_2_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_2_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_2_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_2_x86_O3,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_2_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_2_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_2_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_3_x86_O0,always_true,push_reg mov_reg_reg mov_mem_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_imm jmp_imm mov_reg_imm pop_reg ret,0
opaque_predicate_vuln_3_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_3_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
opaque_predicate_vuln_3_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal test_reg_reg je_imm mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
opaque_predicate_vuln_3_x86_O1,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_3_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_3_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
opaque_predicate_vuln_3_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_3_x86_O2,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_3_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_3_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_3_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_3_x86_O3,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_3_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_3_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_3_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_4_x86_O0,always_true,push_reg mov_reg_reg mov_mem_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_imm jmp_imm mov_reg_imm pop_reg ret,0
opaque_predicate_vuln_4_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_4_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
opaque_predicate_vuln_4_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal test_reg_reg je_imm mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
opaque_predicate_vuln_4_x86_O1,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_4_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_4_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
opaque_predicate_vuln_4_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_4_x86_O2,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_4_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_4_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_4_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_4_x86_O3,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_4_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_4_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_4_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_5_x86_O0,always_true,push_reg mov_reg_reg mov_mem_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_imm jmp_imm mov_reg_imm pop_reg ret,0
opaque_predicate_vuln_5_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_5_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
opaque_predicate_vuln_5_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal test_reg_reg je_imm mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
opaque_predicate_vuln_5_x86_O1,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_5_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_5_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
opaque_predicate_vuln_5_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_5_x86_O2,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_5_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_5_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_5_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_5_x86_O3,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_5_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_5_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_5_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_6_x86_O0,always_true,push_reg mov_reg_reg mov_mem_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_imm jmp_imm mov_reg_imm pop_reg ret,0
opaque_predicate_vuln_6_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_6_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
opaque_predicate_vuln_6_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal test_reg_reg je_imm mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
opaque_predicate_vuln_6_x86_O1,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_6_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_6_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
opaque_predicate_vuln_6_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_6_x86_O2,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_6_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_6_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_6_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_6_x86_O3,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_6_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_6_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_6_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_7_x86_O0,always_true,push_reg mov_reg_reg mov_mem_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_imm jmp_imm mov_reg_imm pop_reg ret,0
opaque_predicate_vuln_7_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_7_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
opaque_predicate_vuln_7_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal test_reg_reg je_imm mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
opaque_predicate_vuln_7_x86_O1,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_7_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_7_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
opaque_predicate_vuln_7_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_7_x86_O2,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_7_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_7_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_7_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_7_x86_O3,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_7_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_7_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_7_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_8_x86_O0,always_true,push_reg mov_reg_reg mov_mem_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_imm jmp_imm mov_reg_imm pop_reg ret,0
opaque_predicate_vuln_8_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_8_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
opaque_predicate_vuln_8_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal test_reg_reg je_imm mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
opaque_predicate_vuln_8_x86_O1,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_8_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_8_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
opaque_predicate_vuln_8_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_8_x86_O2,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_8_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_8_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_8_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_8_x86_O3,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_8_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_8_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_8_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_9_x86_O0,always_true,push_reg mov_reg_reg mov_mem_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_mem imul_reg_reg and_reg_imm test_reg_reg je_imm mov_reg_imm jmp_imm mov_reg_imm pop_reg ret,0
opaque_predicate_vuln_9_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_9_x86_O0,main,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_reg cmp_mem_imm jle_imm mov_reg_mem add_reg_imm mov_reg_mem mov_reg_reg call_internal mov_reg_imm leave ret,0
opaque_predicate_vuln_9_x86_O0,vulnerable,push_reg mov_reg_reg sub_reg_imm mov_mem_reg call_internal test_reg_reg je_imm mov_reg_mem lea_reg_mem mov_reg_reg mov_reg_reg call_strcpy nop leave ret,1
opaque_predicate_vuln_9_x86_O1,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_9_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_9_x86_O1,main,cmp_reg_imm jg_imm mov_reg_imm ret sub_reg_imm mov_reg_mem call_internal mov_reg_imm add_reg_imm ret,0
opaque_predicate_vuln_9_x86_O1,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_9_x86_O2,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_9_x86_O2,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_9_x86_O2,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_9_x86_O2,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
opaque_predicate_vuln_9_x86_O3,always_true,mov_reg_imm ret,0
opaque_predicate_vuln_9_x86_O3,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
opaque_predicate_vuln_9_x86_O3,main,cmp_reg_imm jg_imm xor_reg_reg ret sub_reg_imm mov_reg_mem mov_reg_reg call_strcpy xor_reg_reg add_reg_imm ret,0
opaque_predicate_vuln_9_x86_O3,vulnerable,sub_reg_imm mov_reg_reg mov_reg_reg call_strcpy add_reg_imm ret,1
race_safe_0_x86_O0,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
race_safe_0_x86_O0,main,push_reg mov_reg_reg sub_reg_imm lea_reg_mem mov_reg_imm mov_reg_reg call_pthread_mutex_init lea_reg_mem lea_reg_mem mov_reg_imm mov_reg_imm mov_reg_reg call_pthread_create lea_reg_mem lea_reg_mem mov_reg_imm mov_reg_imm mov_reg_reg call_pthread_create mov_reg_mem mov_reg_imm mov_reg_reg call_pthread_join mov_reg_mem mov_reg_imm mov_reg_reg call_pthread_join lea_reg_mem mov_reg_reg call_pthread_mutex_destroy mov_reg_imm leave ret,0
race_safe_0_x86_O0,inc,push_reg mov_reg_reg sub_reg_imm mov_mem_reg mov_mem_imm jmp_imm lea_reg_mem mov_reg_reg call_pthread_mutex_lock mov_reg_mem add_reg_imm mov_mem_reg lea_reg_mem mov_reg_reg call_pthread_mutex_unlock add_mem_imm cmp_mem_imm jle_imm mov_reg_imm leave ret,0
race_safe_0_x86_O1,_start,xor_reg_reg mov_reg_reg pop_reg mov_reg_reg and_reg_imm push_reg push_reg xor_reg_reg xor_reg_reg mov_reg_imm call_indirect hlt,0
race_safe_0_x86_O1,main,push_reg push_reg sub_reg_imm lea_reg_mem mov_reg_imm mov_reg_reg call_pthread_mutex_init lea_reg_mem lea_reg_mem mov_reg_imm mov_reg_reg mov_reg_imm call_pthread_create mov_reg_reg mov_reg_imm mov_reg_reg mov_reg_imm call_pthread_create mov_reg_imm mov_reg_mem call_pthread_join mov_reg_imm mov_reg_mem call_pthread_join mov_reg_reg call_pthread_mutex_destroy mov_reg_imm add_reg_imm pop_reg pop_reg ret,0
